class,code,name
PUC,832010,exterior
PUC,8325,activos castigados
PUC,832505,inversiones
PUC,832510,deudores
PUC,832595,otros activos
PUC,8330,titulos de inversion amortizados
PUC,833005,bonos
PUC,833095,otros
PUC,8335,capitalizacion por revalorizacion de patrimonio
PUC,8395,otras cuentas deudoras de control
PUC,839505,cheques postfechados
PUC,839510,certificados de deposito a termino
PUC,839515,cheques devueltos
PUC,839520,bienes y valores en fideicomiso
PUC,839525,intereses sobre deudas vencidas
PUC,839595,diversas
PUC,839599,ajustes por inflacion
PUC,8399,ajustes por inflacion activos
PUC,839905,inversiones
PUC,839910,inventarios
PUC,839915,propiedades planta y equipo
PUC,839920,intangibles
PUC,839925,cargos diferidos
PUC,839995,otros activos
PUC,84,derechos contingentes por contra (cr)
PUC,85,deudoras fiscales por contra (cr)
PUC,86,deudoras de control por contra (cr)
PUC,9,cuentas de orden acreedoras
PUC,91,responsabilidades contingentes
PUC,9105,bienes y valores recibidos en custodia
PUC,910505,valores mobiliarios
PUC,910510,bienes muebles
PUC,910599,ajustes por inflacion
PUC,9110,bienes y valores recibidos en garantia
PUC,911005,valores mobiliarios
PUC,911010,bienes muebles
PUC,911015,bienes inmuebles
PUC,911020,contratos de ganado en participacion
PUC,911099,ajustes por inflacion
PUC,9115,bienes y valores recibidos de terceros
PUC,911505,en arrendamiento
PUC,911510,en prestamo
PUC,911515,en deposito
PUC,911520,en consignacion
PUC,911525,en comodato
PUC,911599,ajustes por inflacion
PUC,9120,litigios y/o demandas
PUC,912005,laborales
PUC,912010,civiles
PUC,912015,administrativos o arbitrales
PUC,912020,tributarios
PUC,9125,promesas de compraventa
PUC,9130,contratos de administracion delegada
PUC,9135,cuentas en participacion
PUC,9195,otras responsabilidades contingentes
PUC,92,acreedoras fiscales
PUC,93,acreedoras de control
PUC,9305,contratos de arrendamiento financiero
PUC,930505,bienes muebles
PUC,930510,bienes inmuebles
PUC,9395,otras cuentas de orden acreedoras de control
PUC,939505,documentos por cobrar descontados
PUC,939510,convenios de pago
PUC,939515,contratos de construcciones e instalaciones por ejecutar
PUC,939520,pedidos colocados
PUC,939525,adjudicaciones pendientes de legalizar
PUC,939530,reserva articulo 3o. ley 4/80
PUC,939535,reserva costo reposicion semovientes
PUC,939599,ajustes por inflacion
PUC,9399,ajustes por inflacion patrimonio
PUC,939905,capital social
PUC,939910,superavit de capital
PUC,939915,reservas
PUC,939925,"dividendos o participaciones decretadas en acciones, cuotas o partes de interes social"
PUC,939930,resultados de ejercicios anteriores
PUC,94,responsabilidades contingentes por contra (db)
PUC,95,acreedoras fiscales por contra (db)
PUC,96,acreedoras de control por contra (db)
